RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,USACE_ORGANIZATION,P2_PROGRAM_CODE,P2_NUMBER,DISTRICT_CODE,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DESC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISK_MANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACT,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCE_IMPACT_DESC,PERFORMANCEIMPACT_RISK_RANKING,PERFORMANCE_RANK_DESC,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,COST_RISK_RANKING,COST_RANK_DESC,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,SCHEDULE_RANK_DESC,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,ENTERED_BY_USER,COST_IMPACT_DISTTYPE,COST_IMPACT_DISTDESC,SCHEDULE_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTDESC,NO_PERFORMANCE_IMPACT,NO_PERFORMANCE_IMPACT_TEXT,NO_COST_IMPACT,NO_COST_IMPACT_TEXT,NO_SCHEDULE_IMPACT,NO_SCHEDULE_IMPACT_TEXT
1,PRM-1,4280,Reedy Middle Fork Water Extension Project,Huntington District(LRH),,515576,LRH,Scope Creep,"Stakeholder, Sponsor or Partners",9,"Sponsor requests scope change in the Construction Phase. Scope change requires a PPA Amendment, revised design and NEPA reviews which greatly decrease USACE admin budget. Scope change delays project life cycle beyond general timeline of EI projects.",1,Very Unlikely,Very Unlikely (5% to 30%),,,17,Project Management,PRM,9432,Nelson Garcia,5,Other,,5,Minor Problem,0,No Risk,0,0,3000,,2,Low,0,0,30,,2,Low,1,1,Active,4,Planning,1,Project Initiation,26-Oct-23,0,9432,Nelson Garcia,306,Uniform Distribution,306,Uniform Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
2,PRM-2,4280,Reedy Middle Fork Water Extension Project,Huntington District(LRH),,515576,LRH,Sponsor Proceeds to Construction without signed FONSI,"Stakeholder, Sponsor or Partners",9,Many times Sponsors are in a hurry to go to construction and do not want to wait complete the NEPA process before going out to bid for construction.,3,Likely,Likely (50% to 70%),,,17,Project Management,PRM,9432,Nelson Garcia,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,5,Pre-Construction Engineering and Design (PED),8,Design Start,26-Oct-23,0,9432,Nelson Garcia,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
3,PRM-3,4280,Reedy Middle Fork Water Extension Project,Huntington District(LRH),,515576,LRH,Design Phase Reviews,"Stakeholder, Sponsor or Partners",9,"Sponsor delays providing design documents- NEPA, Phase I ESA, P&S, cost estimate- to USACE for review.",3,Likely,Likely (50% to 70%),,,17,Project Management,PRM,9432,Nelson Garcia,5,Other,,5,Minor Problem,0,No Risk,0,500,0,,2,Low,0,15,0,,2,Low,1,1,Active,5,Pre-Construction Engineering and Design (PED),8,Design Start,26-Oct-23,0,9432,Nelson Garcia,299,Point Distribution,299,Point Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
4,PRM-4,4280,Reedy Middle Fork Water Extension Project,Huntington District(LRH),,515576,LRH,Sponsor Project Funding,"Stakeholder, Sponsor or Partners",9,Sponsor needs additional time to secure additional funding before proceeding with design or construction work.,2,Unlikely,Unlikely (30% to 50%),,,17,Project Management,PRM,9432,Nelson Garcia,5,Other,,5,Minor Problem,0,No Risk,0,500,0,,2,Low,0,30,60,,2,Low,7,7,Inactive - Decision Made,5,Pre-Construction Engineering and Design (PED),8,Design Start,26-Oct-23,0,9432,Nelson Garcia,299,Point Distribution,306,Uniform Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
5,PRM-5,4280,Reedy Middle Fork Water Extension Project,Huntington District(LRH),,515576,LRH,Fish and Wildlife Coordination,"Stakeholder, Sponsor or Partners",9,Project area is located within range of a federally threatened or endangered species and requires WV FWS coordination for NEPA review. Delays USACE reviews and causes Sponsors to want eventually to bid construction contract without approved FONSI,1,Very Unlikely,Very Unlikely (5% to 30%),,,17,Project Management,PRM,9432,Nelson Garcia,5,Other,,5,Minor Problem,0,No Risk,0,0,0,,1,Opportunity,0,0,60,,2,Low,1,1,Active,6,Construction,16,Construction Contract Award,26-Oct-23,0,9432,Nelson Garcia,299,Point Distribution,306,Uniform Distribution,1,Performance Impacts Anticipated,0,No Cost Impact,0,No Schedule Impact
1,PLP-1,4281,Brandywine Creek Ecosystem Restoration,Philadelphia District(NAP),,470786,NAP,Third-Party Barrier Removal ,Site Conditions,6,"Action by by local stakeholders (such as BRRT) has already led to plans to remove barriers at several dams, including Dams 2, 4, and 6. USACE assumes these will be removed or modified for aquatic community restoration. The PDT considers the likelihood of these barrier removal actions not to be taken to be low. However, the impacts of any of these barriers not being removed would be significant.",3,Likely,Likely (50% to 70%),Third-party working groups have been investigating and designing removal strategies and are currently in an advanced state of design for the process.  Dam #1 was removed in 2019 and mitigation funding has been identified for #2 to aid in fish passage. ,,13,Planning - Plan Formulation,PLP,9732,Bryan Strawn,5,Other,"If third party removal activities do not continue at dams downstream of this project, adjustment of scope and effort may need to be considered for improved fish passage in the waterway. ",5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,1,CAP Feasibility,95,Tentatively Selected Plan ,1-Nov-23,0,9732,Bryan Strawn,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
2,RLE-2,4281,Brandywine Creek Ecosystem Restoration,Philadelphia District(NAP),,470786,NAP,Property Owner Access ,Site Conditions,6,"Dams along the Brandywine have varied ownership, with a number having multiple owners (from both banks). Barrier removal feasibility depends on engaging these dam owners and finding mutually acceptable solutions. Property owners immediately beyond the dams also have vested interest in them (e.g. aesthetics and related property value). Some of them are more favorable than others towards dam modification. ",2,Unlikely,Unlikely (30% to 50%),Previous communications and interactions with the property owners has resulted in varying levels of interest expressed in the removal or alteration of the dams. A number of the dams have overlapping property owners or the state of DE. ,,18,Real Estate,RLE,9732,Bryan Strawn,5,Other,Without access to the dam by the property owners removal/modification activities cannot be designed and completed. Easements would be needed potentially permanent and temporary for each of the dam locations. ,10,,3,Medium,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,1,CAP Feasibility,95,Tentatively Selected Plan ,1-Nov-23,0,9732,Bryan Strawn,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
3,PLC-3,4281,Brandywine Creek Ecosystem Restoration,Philadelphia District(NAP),,470786,NAP,Historic Preservation ,Site Conditions,6,Any limitations on barrier removal/modification for historic purposes could limit the number of viable solutions for barrier removal. Historic considerations are key across these dams as a number are in historic districts. The Hagley Museum and Library in particularly could have constraints on barrier removal options based on the historical dams and mill races present.,3,Likely,Likely (50% to 70%),With ownership of some of the dams by museums which detail the use of the dams as mill historically and the potential for some of the properties to be listed as state historic assets. The general area has a rich history in use of the water for industrialization. ,,14,Planning - Cultural Resources,PLC,9732,Bryan Strawn,5,Other,"If historic preservation dictates the need to keep the barrier in place it, depending on the specific dam, it could jeopardize the opportunities at other dams upstream. ",10,,3,Medium,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,1,CAP Feasibility,95,Tentatively Selected Plan ,1-Nov-23,0,9732,Bryan Strawn,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
4,EHH-4,4281,Brandywine Creek Ecosystem Restoration,Philadelphia District(NAP),,470786,NAP,Sediment Impacts ,Site Conditions,6,"The study assumes that sediment released through barrier removal would be acceptable in quantity and quality, such that it would not degrade river bottom habitats and water quality beyond its current location upstream of dams. DNREC (2020) reports that most sediment is along the banks rather than the central portions of the river, and mobilization will be dependent upon solution design. Barrier removal is not expected to increase toxicity due to metals, mercury, PCBs, dioxins, furans, and pesticides. o	There can also be short term increases in turbidity and downstream sedimentation.
o	Though risk here seems limited, any dam removal should consider the release of sediment that has built up behind the dam. While these dams are limited in size, given the working history and development within the region, any dam removal work should acknowledge the potential for the mobilization of contaminated sediments previously buried upstream of dams. ",2,Unlikely,Unlikely (30% to 50%),Available data suggests height of the dam and disposition of sediments would not cause additional impact to the aquatic community. ,,4,Engineering - Hydrology and Hydraulics,EHH,9732,Bryan Strawn,5,Other,Various modeling and design alternatives could be considered for sediment management. ,5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,1,CAP Feasibility,95,Tentatively Selected Plan ,2-Nov-23,0,9732,Bryan Strawn,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
5,EHH-5,4281,Brandywine Creek Ecosystem Restoration,Philadelphia District(NAP),,470786,NAP,Flood Risk ,Site Conditions,6,"The PDT has made the assumption that barrier removal would not significantly alter flood risk along the course of the river.  Removals are expected to result in reduced flood risk and water surface elevations at adjacent properties and along the impoundments up to moderate events, however these effects will likely be reduced during largest events when these structures are likely subject to backwater influence.",2,Unlikely,Unlikely (30% to 50%),Current dams are low head run of river type of dams that once removed should not significantly alter the flow dynamics of the river. Flood risk exists in the current state of the river and would be expected to decrease with the removal of the dams. ,,4,Engineering - Hydrology and Hydraulics,EHH,9732,Bryan Strawn,5,Other,,5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,1,CAP Feasibility,95,Tentatively Selected Plan ,2-Nov-23,0,9732,Bryan Strawn,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
6,PLN-6,4281,Brandywine Creek Ecosystem Restoration,Philadelphia District(NAP),,470786,NAP,Presence of Endangered/Threatened Species ,Site Conditions,6,"o	Precautions should be taken to ensure aquatic ecosystem restoration does not come at the expense of other species any endangered or threatened species in the study area. A database search of the U.S. Fish and Wildlife Service Information for Planning and Conservation (IPAC) database was conducted on January 22, 2023 and the following threatened and endangered species have the potential to occur in the study area:
?	Indiana bat, Myotis sodalis, endangered
?	Northern long-eared bat, Myotis septentrionalis, endangered
?	Bog turtle, Glyptemys muhlenbergii, threantend
Given the presence of the dams, habitat for these species is not expected in the study area and should not be adversely impacted by barrier removal; however, potential impacts on these species should be considered during the feasibility study.  Barrier removal has the potential to provide beneficial effects for Atlantic and shortnose sturgeon.  USFWS and NMFS ESA Section 7 consultation should be conducted as required.",2,Unlikely,Unlikely (30% to 50%),Species screening tools from resource agencies were used to inform the potential presence of endangered species. ,,16,Planning - Environmental,PLN,9732,Bryan Strawn,5,Other,,5,Minor Problem,2,Low,0,0,0,,1,Opportunity,0,0,0,,1,Opportunity,1,1,Active,1,CAP Feasibility,95,Tentatively Selected Plan ,30-Nov-23,0,9732,Bryan Strawn,299,Point Distribution,299,Point Distribution,0,No Performance Impact,0,No Cost Impact,0,No Schedule Impact
1,PGM-1,4292,Sacramento River Bank Protection Project,Sacramento District(SPK),,510868,SPK,Funding,Resource Availability,5,Available funding will only cover site selection and economic reevaluation of previously economically justified basins ,3,Likely,Likely (50% to 70%),Workplan and p-budget funding has not been provided in the last 3 years,,22,Programs Management,PGM,5720,Fernando Gonzalez,5,Other,,5,Minor Problem,2,Low,0,0,0,,0,No Risk,0,200,0,Work on the project would halt after site selection until new workplan or presidents budget is released,4,High,1,1,Active,5,Pre-Construction Engineering and Design (PED),8,Design Start,16-Nov-23,0,5720,Fernando Gonzalez,299,Point Distribution,299,Point Distribution,0,No Performance Impact,1,Cost Impacts Anticipated,0,No Schedule Impact
1,EGT-1,4311,"NESP Lock and Dam 25 New 1,200 ft Lock",Rock Island District(MVR),10315,508104,MVR,Concrete Mix Design and Thermal Analysis,Resource Availability,5,"The PDT has identified the need to perform a LEVEL III NISA thermal analysis for the concrete mix design. The resource availability across USACE with this level of expertise is limited and resources must be procured from ERDC, USBR or AE services. The current schedule assumes the IDaC contractor will conduct this work but due to procurement delays we are attempting to leverage other resources. The risk is that we are not able to obtain the resources within the current baseline schedule and that we have to delay the design completion. ",3,Likely,Likely (50% to 70%),"The resources within USACE that have expertise to conduct these designs and analysis are not readily available. The team is working to engage USBR, ERDC and/or an AE but it is likely that lead times to obtain these services could delay the project design schedule.  ",,3,Engineering - Geotechnical,EGT,9854,Jose Lopez,7,Agency Reputational,This delay would have some reputational risk tot he agency but also would be a relatively understandable dealy. ,5,Minor Problem,2,Low,0,0,0,The baseline labor estimate for PED already includes accomplishments of these tasks. So there is no cost impact to the PED phase. ,0,No Risk,90,180,273,The highest likely delay is probably 9 months just based on the level of effort estimated for the NISA analysis. A more likely delay would be around 6 months because of the work that has already occurred to advance this effort.,3,Medium,1,1,Active,5,Pre-Construction Engineering and Design (PED),13,Preliminary Design Phase (65%),14-Nov-23,0,9854,Jose Lopez,299,Point Distribution,302,Triangular Distribution,0,No Performance Impact,1,Cost Impacts Anticipated,0,No Schedule Impact
