RISK_ID,RISK_IDENTIFIER,PROJECT_ID,PROJECT_NAME,P2_LOOKUP,RISK_NAME,RISKCATEGORY,RISKCATEGORYID,RISK_STATEMENT,PROB_OCCURRENCE,LIKELIHOOD,LIKELIHOOD_DISC,PROB_OCCURRENCE_EVIDENCE,OCCURRENCECONFIDENCEID,CONFIDENCE,RISKOWNERDISCIPLINEID,DISCIPLINE,DISCIPLINE_ACRONYM,RISKMANAGERID,RISKMANAGER,PERFORMANCEIMPACTTYPEID,PERFORMANCEIMPACTTYPE,PERFORMANCEIMPACT_DESC,PERFORMANCEIMPACT_IMPCT,PERFORMANCEIMPACT_RISK_RANKING,COST_IMPACT_LOWEST,COST_IMPACT_MOSTLIKELY,COST_IMPACT_HIGHEST,COST_IMPACT_EVIDENCE,SCHEDULE_IMPACT_LOWEST,SCHEDULE_IMPACT_MOSTLIKELY,SCHEDULE_IMPACT_HIGHEST,SCHEDULE_IMPACT_EVIDENCE,SCHEDULE_RISK_RANKING,RISKSTATUSID,ID,RISKSTATUS,PROJECTPHASEID,LIFECYCLEPHASENAME,PROJECTMILESTONEID,ID_1,MILESTONE,EDITDATE,LOCKSTATUS,USER_ID,FIRST_NAME,LAST_NAME,COST_IMPACT_DISTTYPE,SCHEDULE_IMPACT_DISTTYPE,NO_PERFORMANCE_IMPACT,NO_COST_IMPACT,NO_SCHEDULE_IMPACT
17,PLE-17,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Complex environmental mitigation requires additional effort ,Site Conditions,6,Complex environmental mitigation requires additional effort and documentation for the study. ,2,Unlikely,Unlikely (30% to 50%),"Previous experience, existing Corps policy, knowledge of the study area.",,,16,Planning - Environmental,PLE,443,,6,Compliance,The consequence of this risk will be greater documentation and coordination with resource agencies and the non-Federal sponsor for the study. Potentially expensive mitigation could be added to the overall construction of the project.,5,2,0,0,100000,"Previous experience, existing Corps policy, knowledge of the study area.",0,0,180,"Previous experience, existing Corps policy, knowledge of the study area.",2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/26/2023 2:07 PM,0,584,Keith,Keeney,306,306,0,0,0
18,PLC-18,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Nonstructural measures and Section 106,Site Conditions,6,Nonstructural measures (e.g. floodproofing and elevation) to standing structures in the backbay may require a programmatic agreement to reach compliance with Section 106 of the National Historic Preservation Act.,1,Very Unlikely,Very Unlikely (5% to 30%),"Federal law and guidance, previous experience, and existing Corps policy",,,14,Planning - Cultural Resources,PLC,584,,5,Other,"The consequence of this risk will be greater coordination and documentation with consulting parties, Federally-recognized tribes, and the public leading to the preparation of a Programmatic agreement.",5,2,0,0,50000,"Federal law and guidance, previous experience, and existing Corps policy.",0,0,150,"Federal law and guidance, previous experience, and existing Corps policy.",2,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/26/2023 2:49 PM,0,584,Keith,Keeney,306,306,0,0,0
19,EGT-19,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Artificial reef materials and sand borrow locations,Site Conditions,6,Artificial reef materials (e.g. rubber tires) near the project migrate into locations of proposed sand borrow.,4,Very Likely,Very Likely (70% to 90%),Near-shore hydrographic surveys within 3 miles of the project.,,,3,Engineering - Geotechnical,EGT,2352,,8,Agency Strategy,The consequence of this risk will be an inability to complete the study per Section 1001 requirements of Water Resources Reform and Development Act of 2014 (Public Law 113-121) .,10,3,0,0,200000,Previous contract awards for surveys,0,0,180,Previous contract awards for surveys.,3,1,1,Active,4,Planning,3,3,Tentatively Selected Plan,6/26/2023 3:03 PM,0,584,Keith,Keeney,306,306,0,0,0
20,EGT-20,3913,"Brunswick County Beaches, Holden Beach Portion, General Re-evaluation Report",481505,Artificial reefs,Site Conditions,6,Artificial reef materials (e.g. rubber tires) are found migrating into proposed sand borrow locations for the project.,3,Likely,Likely (50% to 70%),"Artificial tires have Identified off-shore of Holden Beach during survey, but locations of sand borrow locations have not been determined.",,,3,Engineering - Geotechnical,EGT,2352,,4,Operations,The consequence of this risk will be additional surveys and volumetric calculations to identify locations without these materials and the necessary quantities of sand borrow for the project.,5,2,0,0,100000,Previous contract at Wrightsville Beach,0,0,180,previous contract at Wrightsville Beach,2,4,4,Inactive – Entered by Error,4,Planning,3,3,Tentatively Selected Plan,6/28/2023 7:50 PM,0,584,Keith,Keeney,306,306,0,0,0
1,EGT-1,3914,Surf City Beach Construction PL 116-20,487223,Finding sand in closer proximity to the project ,Info and Data Analysis,1,"Sand borrow for the recommended plan, a beach nourishment, are 5 to 6 miles from the project, increasing its cost and schedule. ",3,Likely,Likely (50% to 70%),"The project was previously studied as part of a feasibility and authorized in 2010, but some data gaps existed in terms the quantity and quality of the sand identified during the study. ",,,3,Engineering - Geotechnical,EGT,2339,,5,Other,"If the risk is realized, then the constructed project will require additional funds to provide the level of risk reduction for the 50-year project life. ",5,2,0,50000,100000,Cost range is derived from previous contract awards,0,45,90,Schedule is derived from the previous contract awards.,2,1,1,Active,4,Planning,1,1,Project Initiation,6/12/2023 3:40 PM,0,9033,Chris,Dixon,302,302,0,0,0
2,ECV-2,3914,Surf City Beach Construction PL 116-20,487223,Backbay flooding,Info and Data Analysis,1,"Flooding in backbay of Surf City, NC will increase over the life of project.",2,Unlikely,Unlikely (30% to 50%),The 2010 study of the project did not identify significant backbay flooding issues at Surf City.,,,9,Engineering - Civil,ECV,584,,1,Asset Condition,"If backbay flooding becomes an issue, then such could effect the risk reduction for the project and Surf City.",5,2,0,0,0,,0,0,0,,0,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,7,Survey and Geotech Characterization,6/7/2023 9:53 PM,0,9033,Chris,Dixon,299,299,0,1,1
3,EHH-3,3914,Surf City Beach Construction PL 116-20,487223,Sea level rise,Info and Data Analysis,1,The impacts of sea level rise to the project are greater than anticipated.,4,Very Likely,Very Likely (70% to 90%),Coastal Hazard System tool,,,4,Engineering - Hydrology and Hydraulics,EHH,584,,1,Asset Condition," If the risk is realized, then the project will need more sand and require changes to the nourishment interval to maintain a level of risk reduction on the project.",5,2,50000,100000,200000,Professional judgement.,0,180,365,Professional judgement.,4,1,1,Active,5,Pre-Construction Engineering and Design (PED),7,7,Survey and Geotech Characterization,6/6/2023 8:34 PM,0,9033,Chris,Dixon,302,302,0,0,0
4,LGL-4,3914,Surf City Beach Construction PL 116-20,487223,Anytime Dredging,Legal or Regulatory Actions,10,Cost and schedule risk if anytime dredging is not allowed.,2,Unlikely,Unlikely (30% to 50%),Professional Judgement,,,10,Office of Counsel,LGL,584,,6,Compliance,'Professional judgement.,10,3,500000,0,1000000,'Cost estimate for mobilization and demobilization.,365,0,730,'Schedule estimate based on adherence to environmental windows.,4,1,1,Active,5,Pre-Construction Engineering and Design (PED),9,9,Project Definition Phase (15%),6/6/2023 8:50 PM,0,9033,Chris,Dixon,306,306,0,0,0
5,CNT-5,3914,Surf City Beach Construction PL 116-20,487223,Construction contractor,Contract Acquisition,3,Identifying Nearby Contractor with adequate dredge hoppers to construct the project. ,1,Very Unlikely,Very Unlikely (5% to 30%),Professional judgement.,,,1,Contracting,CNT,9013,,8,Agency Strategy,The risk would delay the schedule for construction of the project.,5,2,0,0,20000,Internal government cost estimate,0,0,20,Internal government cost estimate,2,1,1,Active,6,Construction,16,16,Construction Contract Award,6/6/2023 10:55 PM,0,9033,Chris,Dixon,306,306,0,0,0
6,EGT-6,3914,Surf City Beach Construction PL 116-20,487223,Encountering rock and/or cemented sands within borrow,Site Conditions,6,"Rock and/or cemented sand could be encountered at anytime during construction (i.e. Initial and subsequent nourishment intervals), creating a reduction in production times and an increase cost of disposal. ",3,Likely,Likely (50% to 70%),Nearby CSRM projects and professional judgement.,,,3,Engineering - Geotechnical,EGT,2339,,5,Other,,5,0,0,1000000,0,Professional judge. still working on estimate. ,14,21,45,Knowledge of rock boxes and their use.,2,1,1,Active,6,Construction,20,20,Construction Completion,6/6/2023 8:41 PM,0,9033,Chris,Dixon,299,302,1,0,0
7,RLE-7,3914,Surf City Beach Construction PL 116-20,487223,Ownership and maintenance of lands related to the project,Legal or Regulatory Actions,10,The legal authority for Surf City to acquire and maintain the ownership of lands outside of their political boundaries.,1,Very Unlikely,Very Unlikely (5% to 30%),Written authority and regulations.,,,18,Real Estate,RLE,520,,4,Operations,Professional judgement.,5,2,0,0,0,,0,0,15,Professional judgement.,2,1,1,Active,6,Construction,16,16,Construction Contract Award,6/6/2023 8:42 PM,0,9033,Chris,Dixon,299,306,0,1,0
8,EGT-8,3914,Surf City Beach Construction PL 116-20,487223,Likelihood of Encountering Unsuitable Material,Info and Data Analysis,1,"Although subsurface investigations have yielded useful information and the District is actively pursuing vibracore contracts, given the characteristics of the underlying geology, it is likely that unsuitable material may be encountered at anytime in any borrow area. This could occur as fines, rock, or cemented sand. ",4,Very Likely,Very Likely (70% to 90%),"Widespread variability of underlying geology and predominantly rocky offshore conditions, as well as log descriptions from various supporting investigations showing a wide range of sediment types and horizons.  ",,,3,Engineering - Geotechnical,EGT,2339,,5,Other,,5,0,0,200000,500000,Cost could be zero in the early phases of the project and increase in the outyears as sand volumes are depleted. Cost is based on the procurement of a vibracore contract or an increased hauling distance. ,0,30,90,Estimate based on cost estimate comparisons and professional judgement. ,2,1,1,Active,6,Construction,16,16,Construction Contract Award,6/6/2023 8:44 PM,0,9033,Chris,Dixon,302,302,1,0,0
1,PRM-1,3915,"Seismically Upgrade, Reno B2, Replace B1",506120,Inter-Agency Coordination,Communications,2,"Adverse impact from complex project coordination between multiple interagency entities (VA, VAMC, VA CFM, VISN, USACE, SHPO).",3,Likely,Likely (50% to 70%),"Project will be coordinated between VA and USACE. Project Book hand over to USACE (expected 2023-2024). Historic & cultural resources work coordinated under a separate project that may have impact on the Major Project. Depending on the inclusion of Building 1 in NHPA consultation, the historic/cultural compliance effort could take several months. 

Mandatory approvals and decision events with USACE and VA senior leaders have been known to cause delays due to difficulty with scheduling.",,,17,Project Management,PRM,9032,,5,Other,,5,0,0,10000,100000,,0,60,0,"Schedule. Most likely no impact, but allow max of 2 month schedule delay per year of execution.
- Cost due to schedule: Assume delays are spread out, so include escalation for 50% of project cost.",2,1,1,Active,16,Planning,61,61,Planning,6/7/2023,0,9033,Chris,Dixon,302,299,1,0,0
2,PGM-2,3915,"Seismically Upgrade, Reno B2, Replace B1",506120,Design Schedule,Contract Performance,4,"Any resulting delays will incur additional schedule and costs.

Delay in design delays time to market. Depending on the inclusion of Building 1 in NHPA consultation, this historic/cultural compliance effort could take several months and require additional studies as part of the consultation efforts. ",1,Very Unlikely,Very Unlikely (5% to 30%),,,,22,Programs Management,PGM,9032,,5,Other,,5,0,0,0,0,,0,0,0,,0,1,1,Active,17,Design,62,62,Design Start,6/7/2023 1:02 AM,0,9033,Chris,Dixon,299,299,1,1,1
4,PRM-4,3915,"Seismically Upgrade, Reno B2, Replace B1",506120,Growth in Design Scope,Contract Acquisition,3,"SOW in Project Book is limited to pre-planning efforts focused on the Major Project buildings and infrastructure. Additional planning may have to be done by the AE of Record; influencing both design cost and schedule.

Small cost to schedule risk. Limited SOW does not allow review of potential overall campus issues. The Project Book captures majority of project requirements. Does contain language, that the AE of Record will need to (define, design, analysis, determine...)  Scope of Project Book excluded future usage of Building 1 and several smaller seismic projects on campus that require NHPA compliance.  Risk could come from discovering unknown requirements, causing a delay in the schedule and increased costs.   ",3,Likely,Likely (50% to 70%),,,,17,Project Management,PRM,9032,,5,Other,,5,0,12549897,24000000,37649692,"Almost certain to discover new requirements. Say overall 10% increase is most likely, 5-15% possible.",0,0,0,,0,1,1,Active,16,Planning,61,61,Planning,6/13/2023 12:45 PM,0,9033,Chris,Dixon,302,299,1,0,1
6,PRM-6,3915,"Seismically Upgrade, Reno B2, Replace B1",506120,Design Phases,Agency Policy and Process,7,"Project is expected to occur in multiple phases/buildings, requiring design, construction, contracting, and funding stream strict coordination to minimize gaps and holes in scope/funds. ",2,Unlikely,Unlikely (30% to 50%),"Design approach will be influenced by Phased construction. Sequencing of work is critical and cannot be stretched out over a long period of time or design must be continuously updated.  Phased construction and design inherently adds risks for oversights of the required phases.  Design impacts are likely if contract is broken into phases. Impacts could be multiple mobilizations to the site, different contractors for different phases, etc.  ",,,17,Project Management,PRM,9032,,5,Other,,5,0,0,0,0,,0,0,0,,0,1,1,Active,16,Planning,61,61,Planning,6/7/2023 1:15 AM,0,9033,Chris,Dixon,299,299,1,1,1
7,PRM-7,3915,"Seismically Upgrade, Reno B2, Replace B1",506120,Scope Growth,Info and Data Analysis,1,Scope has a potential to grow through design development.,2,Unlikely,Unlikely (30% to 50%),"Scope Growth has the potential to increase cost. VA 
must ensure appropriate participation and buy-in during 
the design phase to minimize/control scope growth. ",,,17,Project Management,PRM,9032,,5,Other,,5,0,0,0,0,,0,0,0,,0,1,1,Active,16,Planning,61,61,Planning,6/7/2023 1:26 AM,0,9033,Chris,Dixon,299,299,1,1,1
