"PROJECT_ID","PROJECT_NAME","PROJECT_NAME_1","P2_SUB_IDENTIFIER","RISK_ID","RISK_IDENTIFIER","RISK_TREATMENT_ID","RISK_TREATMENT_IDENTIFIER","RISKOWNERDISCIPLINE","RISKTREATMENTTYPE","PROPOSED_RISK_TREATMENT","COST_IMPACT_RISK_TREATMENT","SCHEDULE_IMPACT_RISK_TREATMENT","RECOMMENDED_BY_PDT","IMPLEMENTED","LOCKSTATUS","EDITDATE"
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",1,"PLP-1",1,"PLP-1-1","Planning - Plan Formulation","Prevention","Have a planning charette to have entire PDT, VT, and NFS help define the project scope. ",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",1,"PLP-1",2,"PLP-1-2","Planning - Plan Formulation","Prevention","Get feedback from PDT at weekly meetings.",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",1,"PLP-1",3,"PLP-1-3","Planning - Plan Formulation","Prevention","Gather existing data/reports to help shape the scope",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",3,"PLP-3",1,"PLP-3-1","Planning - Plan Formulation","Prevention","A Vertical Team Alignment Memo will be adopted that aligns scope and schedule for the study between the PDT and VT.",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",3,"PLP-3",2,"PLP-3-2","Planning - Plan Formulation","Prevention","Regularly Scheduled IPR meetings",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",3,"PLP-3",3,"PLP-3-3","Planning - Plan Formulation","Prevention","Planning Charette to get buy-in for problems, alternatives, schedule, and scope",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",11,"PLC-11",1,"PLC-11-1","Planning - Cultural Resources","Prevention","Background investigation",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",11,"PLC-11",2,"PLC-11-2","Planning - Cultural Resources","Prevention","Consultation with SHPO and Tribes",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",11,"PLC-11",3,"PLC-11-3","Planning - Cultural Resources","Prevention","Cultural resource survey in study area.",0,0,0,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",10,"PLE-10",1,"PLE-10-1","Planning - Economics","Prevention","Maintain positive trusting relationships with local entities, using creative approaches (""think outside the box""). Use qualitative methods in lieu of quantitative if necessary.",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",9,"PLE-9",1,"PLE-9-1","Planning - Economics","Transfer/Share","VT Alignment meetings",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",9,"PLE-9",2,"PLE-9-2","Planning - Economics","Transfer/Share","Estimate subject to change once project underway",0,0,0,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",6,"PLN-6",1,"PLN-6-1","Planning - Environmental","Prevention","Resource agencies may have input on the activities occurring at the border that may be impacting ecosystems on the U.S. side of the border.
Implement option number one as it is in scope, schedule and budget of the project.",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",6,"PLN-6",2,"PLN-6-2","Planning - Environmental","Prevention","Engage international delegations to speak to agencies on the U.S. Mexico side to better understand the challenges and efforts being undertaken in Mexico.",0,0,0,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",7,"PLN-7",1,"PLN-7-1","Planning - Environmental","Prevention","Utilize existing climate change models and data to inform future watershed plans.",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",7,"PLN-7",2,"PLN-7-2","Planning - Environmental","Prevention","Identify and design projects to be resilient against climate change.",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",8,"PLN-8",2,"PLN-8-2","Planning - Environmental","Prevention","Attempt to effectively schedule longer meetings so that more can be accomplished with fewer interrupted days.",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",8,"PLN-8",3,"PLN-8-3","Planning - Environmental","Prevention","Provide more time to complete tasks required to get to Shared Vision Milestone.",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",8,"PLN-8",1,"PLN-8-1","Planning - Environmental","Transfer/Share","Rely on all available exiting data and assume priorities and needs of natural resources and ER have not changed since publication",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",12,"PRM-12",1,"PRM-12-1","Project Management","Prevention","inform sponsor when requesting Federal funding",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",12,"PRM-12",2,"PRM-12-2","Project Management","Prevention","Incorporate potential delays for funds",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",12,"PRM-12",3,"PRM-12-3","Project Management","Prevention","Once sponsor has provided proof that funds have been sent, allow PDT to use Federal portion prior to arrival of NFS funding",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",13,"PRM-13",1,"PRM-13-1","Project Management","Prevention","Continue coordination and collaboration with State and Federal partners.
",0,0,1,0,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",13,"PRM-13",2,"PRM-13-2","Project Management","Prevention","The study has increased the duration to 5 yeas that will allow for any potential schedule slip from State and Federal Partners.",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",2,"PRM-2",1,"PRM-2-1","Project Management","Prevention","Meet with Sponsor to define scopes/roles",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",2,"PRM-2",2,"PRM-2-2","Project Management","Prevention","Get feedback from PDT at weekly meetings",0,0,1,1,0,04-OCT-23
4073,"Lower Rio Grande Valley Watershed Assessment, TX","Lower Rio Grande Valley Watershed Assessment, TX","",2,"PRM-2",3,"PRM-2-3","Project Management","Prevention","Gather existing data/reports.",0,0,1,1,0,04-OCT-23
4131,"Matagorda ship Channel Improvements","Matagorda ship Channel Improvements","",4,"PLE-4",1,"PLE-4-1","Planning - Economics","Avoidance","The study will conduct significant sensitivity analysis and multiport analysis to attempt to quantify the impacts of changes to the commodity and fleet forecast. Economics will present a range of benefits for multiple scenarios to assess risk to project selection and justification.",15000,60,0,0,0,08-SEP-23
4131,"Matagorda ship Channel Improvements","Matagorda ship Channel Improvements","",3,"PLE-3",2,"PLE-3-2","Planning - Economics","Avoidance","the study could use data from the original feasibility report to make a plan selection. However, this data and the forecast that was developed using this data has significantly overstated traffic volumes in the Port. use of this data will likely overstate benefits and could lead to a significantly larger plan selection than is economically justified.",1,1,0,0,0,08-SEP-23
4131,"Matagorda ship Channel Improvements","Matagorda ship Channel Improvements","",3,"PLE-3",3,"PLE-3-3","Planning - Economics","Prevention","The study will move forward with the data available as of 9/14/2023 to complete a preliminary commodity forecast, fleet forecast, and benefits model. Additional information may be incorporated at a later date. However, the project will likely not include additional throughput tonnage in the commodity forecast without evidence that this trade is likely. This may result in a lower benefit estimate.",1,5,1,1,0,21-SEP-23
4131,"Matagorda ship Channel Improvements","Matagorda ship Channel Improvements","",7,"PLE-7",1,"PLE-7-1","Planning - Economics","Transfer/Share","The study team will track the progress of the case and update this risk register accordingly. The study team may adjust key study assumptions as more information comes available.",0,0,1,1,0,24-JAN-24
4131,"Matagorda ship Channel Improvements","Matagorda ship Channel Improvements","",3,"PLE-3",1,"PLE-3-1","Planning - Economics","Accept","The data need has been escalated to the DDNPCX Technical Director and the District Vertical Team to help stress the importance of this data and the need to receive it ASAP. The study team is doing as much work in advance of receiving this data as possible.",1,1,0,0,0,08-SEP-23
4131,"Matagorda ship Channel Improvements","Matagorda ship Channel Improvements","",1,"PLN-1",1,"PLN-1-1","Planning - Environmental","Prevention","To mitigate this risk, USACE will have continued coordination with the Services to find solution early if a delay in ESA consultation seems to be occurring.",0,0,1,0,0,01-SEP-23
4131,"Matagorda ship Channel Improvements","Matagorda ship Channel Improvements","",5,"RLE-5",1,"RLE-5-1","Real Estate","Transfer/Share","Risk management measures included adding appropriate contingency to RE costs. ",0,0,0,0,0,06-NOV-23
4131,"Matagorda ship Channel Improvements","Matagorda ship Channel Improvements","",2,"COM-2",1,"COM-2-1","Public Affairs","Prevention","Implement a robust public outreach to help better inform the public to minimize misinformation/misunderstanding ",0,0,1,0,0,01-SEP-23
4134,"Sabine Pass to Galveston Bay Freeport","Sabine Pass to Galveston Bay Freeport","",1,"ECV-1",1,"ECV-1-1","Engineering - Civil","Transfer/Share","Test",1,1,0,0,0,13-SEP-23
4134,"Sabine Pass to Galveston Bay Freeport","Sabine Pass to Galveston Bay Freeport","",3,"RLE-3",1,"RLE-3-1","Real Estate","Avoidance","Best to avoid HTRW if at all possible.",0,0,1,0,0,19-SEP-23
4134,"Sabine Pass to Galveston Bay Freeport","Sabine Pass to Galveston Bay Freeport","",4,"RLE-4",1,"RLE-4-1","Real Estate","Avoidance","Avoiding impacts due to cultural will keep schedule and cost on track.",0,0,1,0,0,19-SEP-23
4134,"Sabine Pass to Galveston Bay Freeport","Sabine Pass to Galveston Bay Freeport","",2,"RLE-2",1,"RLE-2-1","Real Estate","Prevention","Have cost in contingency to alleviate cost discrepancy, if any.",0,0,0,0,0,19-SEP-23
4074,"Sabine Pass to Galveston Bay Orange","Sabine Pass to Galveston Bay Orange","",1,"OTH-1",1,"OTH-1-1","Other","Transfer/Share","Optimization was deemed necessary by USACE management and NFS in order to have a commonly defined scope for the recommended plan.",640000,150,1,0,0,03-OCT-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",1,"ECV-1",1,"ECV-1-1","Engineering - Civil","Avoidance","test",1,1,0,0,0,12-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",2,"PLN-2",1,"PLN-2-1","Planning - Environmental","","Further stress to the NFS the risks associated with mitigation of the western levee. Further avoidance of any other additional mitigation. ",1,1,1,0,0,14-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",5,"RLE-5",1,"RLE-5-1","Real Estate","Avoidance","Avoid mitigation plans that include acquisition of real estate. ",1,1,0,0,0,18-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",10,"RLE-10",1,"RLE-10-1","Real Estate","Avoidance","Avoid condemnation whenever possible. ",1,1,0,0,0,18-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",6,"RLE-6",1,"RLE-6-1","Real Estate","Prevention","Perform deed restrictions and coordination when necessary. ",1,1,0,0,0,18-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",9,"RLE-9",1,"RLE-9-1","Real Estate","Prevention","In cases where ROE cannot be secured attempt to access surrounding parcels, work around the refusals when we can and pursue NFS condemnation when not possible. ",1,1,0,0,0,18-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",3,"RLE-3",1,"RLE-3-1","Real Estate","Transfer/Share","Accept risk, perform surveys to identify utilities in area, move forward. ",1,1,0,0,0,18-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",4,"RLE-4",1,"RLE-4-1","Real Estate","Transfer/Share","Accept and refine design to eliminate contingency requirements.",1,1,0,0,0,18-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",8,"RLE-8",1,"RLE-8-1","Real Estate","Transfer/Share","accept and take necessary steps. ",1,1,0,0,0,18-SEP-23
4133,"SP2G - Port Arthur and Vicinity","SP2G - Port Arthur and Vicinity","",7,"RLE-7",1,"RLE-7-1","Real Estate","Transfer/Share","Accept either real estate requirements will change or mitigation will occur should culturally significant sites be identified. ",1,1,0,0,0,18-SEP-23
4166,"FY22 BIL MKARNS 12-Ft CH AR, OK CONST","FY22 BIL MKARNS 12-Ft CH AR, OK CONST","",5,"PLN-5",1,"PLN-5-1","Planning - Environmental","Prevention","Mitigate - communicate ahead to other agencies.   Provide as complete of documents as possible, even completing documents that the agency normally completes where possible (i.e. USFWS Coordination Report). Tolerate component of risk that is not controllable.  
",0,30,0,0,0,15-SEP-23
4166,"FY22 BIL MKARNS 12-Ft CH AR, OK CONST","FY22 BIL MKARNS 12-Ft CH AR, OK CONST","",6,"PRM-6",1,"PRM-6-1","Project Management","Prevention","Mitigate - improve cost data through design maturity, communicate project needs to stakeholders.
",0,0,0,0,0,15-SEP-23
3677,"Capstone","Capstone","",30,"EGT-30",1,"EGT-30-1","Engineering - Geotechnical","Avoidance","Complete more geotechnical surveys to reduce risk.",550000,200,1,0,0,06-JUN-23
